X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
STNNBRbin0	PHSPHTbin0	0.227469	0.227469	0.227469	2	2	2	0	1.000000	-0.128133	0.871867	-0.128133	0.871867	0	-0.105409	0.894591	-0.105409	0.894591	0	1.000000	0.786093	0.786093	0.555833	0.555833	1	15
STNNBRbin0	REVPRSbin0	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	16
STNNBRbin0	REVTMPbin0	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	17
STNNBRbin0	QUALT1bin0	0.642803	0.642803	0.642803	1	1	4	0	0.075000	0.981296	0.018704	0.981296	0.018704	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.296385	0.296385	0.182569	0.182569	1	18
STNNBRbin0	CRUISENObin0	-0.642803	-0.642803	-0.642803	1	1	4	0	0.173000	-0.943927	0.056073	-0.943927	0.056073	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	19
STNNBRbin0	STNNBRbin1	0.830667	0.830667	0.830667	1	1	4	0	0.072000	0.998559	0.001441	0.998559	0.001441	0	1.000000	0.000000	1.000000	0.000000	0	0.790256	0.079493	0.079493	0.000000	0.000000	1	20
STNNBRbin0	CASTNObin1	0.297047	0.297047	0.297047	2	2	3	0	0.853000	-0.120483	0.879517	-0.120483	0.879517	0	0.210819	0.789181	0.210819	0.789181	0	1.000000	0.786093	0.786093	0.530466	0.530466	1	21
STNNBRbin0	SAMPNObin1	0.362703	0.362703	0.362703	1	1	1	0	0.583000	0.660512	0.339488	0.660512	0.339488	0	0.316228	0.683772	0.316228	0.683772	0	0.941850	0.601084	0.601084	0.489827	0.489827	1	22
STNNBRbin0	BTLNBRbin1	0.642803	0.642803	0.642803	1	1	4	0	0.097000	0.998738	0.001262	0.998738	0.001262	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.079493	0.079493	0.182569	0.182569	1	23
STNNBRbin0	CTDRAWbin1	-0.511489	-0.511489	-0.511489	1	1	4	0	0.332000	-0.649043	0.350957	-0.649043	0.350957	0	-0.737865	0.262135	-0.737865	0.262135	0	0.819306	0.607522	0.607522	0.350778	0.350778	1	24
STNNBRbin0	CTDPRSbin1	-0.511489	-0.511489	-0.511489	1	1	4	0	0.344000	-0.717197	0.282803	-0.717197	0.282803	0	-0.737865	0.262135	-0.737865	0.262135	0	0.819306	0.570880	0.570880	0.350778	0.350778	1	25
STNNBRbin0	CTDTMPbin1	-0.432281	-0.432281	-0.432281	1	1	4	0	0.497000	-0.756923	0.243077	-0.756923	0.243077	0	-0.632456	0.367544	-0.632456	0.367544	0	0.941850	0.538428	0.538428	0.467615	0.467615	1	26
STNNBRbin0	CTDSALbin1	-0.511489	-0.511489	-0.511489	1	1	4	0	0.339000	-0.739301	0.260699	-0.739301	0.260699	0	-0.737865	0.262135	-0.737865	0.262135	0	0.819306	0.554793	0.554793	0.350778	0.350778	1	27
STNNBRbin0	CTDOXYbin1	0.511489	0.511489	0.511489	1	1	4	0	0.327000	0.740709	0.259291	0.740709	0.259291	0	0.737865	0.262135	0.737865	0.262135	0	0.819306	0.554086	0.554086	0.350778	0.350778	1	28
STNNBRbin0	THETAbin1	-0.432281	-0.432281	-0.432281	1	1	4	0	0.520000	-0.753638	0.246362	-0.753638	0.246362	0	-0.632456	0.367544	-0.632456	0.367544	0	0.941850	0.539900	0.539900	0.467615	0.467615	1	29
STNNBRbin0	SALNTYbin1	0.511489	0.511489	0.511489	1	1	4	0	0.301000	0.860306	0.139694	0.860306	0.139694	0	0.737865	0.262135	0.737865	0.262135	0	0.819306	0.481215	0.481215	0.350778	0.350778	1	30
STNNBRbin0	OXYGENbin1	0.642803	0.642803	0.642803	1	1	4	0	0.082000	0.784328	0.215672	0.784328	0.215672	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.525435	0.525435	0.182569	0.182569	1	31
STNNBRbin0	SILCATbin1	-0.642803	-0.642803	-0.642803	1	1	4	0	0.166000	-0.938736	0.061264	-0.938736	0.061264	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	32
STNNBRbin0	NO2+NO3bin1	-0.642803	-0.642803	-0.642803	1	1	4	0	0.154000	-0.935999	0.064001	-0.935999	0.064001	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	33
STNNBRbin0	PHSPHTbin1	-0.642803	-0.642803	-0.642803	1	1	4	0	0.148000	-0.953120	0.046880	-0.953120	0.046880	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	34
STNNBRbin0	REVPRSbin1	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	35
STNNBRbin0	REVTMPbin1	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	36
STNNBRbin0	QUALT1bin1	0.511489	0.511489	0.511489	1	1	4	0	0.302000	0.419798	0.580202	0.419798	0.580202	0	0.737865	0.262135	0.737865	0.262135	0	0.819306	0.714843	0.714843	0.350778	0.350778	1	37
STNNBRbin0	CRUISENObin1	-0.642803	-0.642803	-0.642803	1	1	4	0	0.162000	-0.943927	0.056073	-0.943927	0.056073	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	38
STNNBRbin0	STNNBRbin2	0.830667	0.830667	0.830667	1	1	4	0	0.090000	0.999685	0.000315	0.999685	0.000315	0	1.000000	0.000000	1.000000	0.000000	0	0.790256	0.036007	0.036007	0.000000	0.000000	1	39
STNNBRbin0	CASTNObin2	-0.349677	-0.349677	-0.349677	2	2	2	0	0.789000	-0.370496	0.629504	-0.370496	0.629504	0	-0.210819	0.789181	-0.210819	0.789181	0	1.000000	0.729277	0.729277	0.530466	0.530466	1	40
STNNBRbin0	SAMPNObin2	0.642803	0.642803	0.642803	1	1	4	0	0.085000	0.977454	0.022546	0.977454	0.022546	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.346602	0.346602	0.182569	0.182569	1	41
STNNBRbin0	BTLNBRbin2	0.642803	0.642803	0.642803	1	1	4	0	0.077000	0.951638	0.048362	0.951638	0.048362	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	42
STNNBRbin0	CTDRAWbin2	0.297047	0.297047	0.297047	2	2	3	0	0.834000	0.322523	0.677477	0.322523	0.677477	0	0.210819	0.789181	0.210819	0.789181	0	1.000000	0.742379	0.742379	0.530466	0.530466	1	43
STNNBRbin0	CTDPRSbin2	0.297047	0.297047	0.297047	2	2	3	0	0.840000	0.287468	0.712532	0.287468	0.712532	0	0.210819	0.789181	0.210819	0.789181	0	1.000000	0.751547	0.751547	0.530466	0.530466	1	44
STNNBRbin0	CTDTMPbin2	-0.642803	-0.642803	-0.642803	1	1	4	0	0.174000	-0.817393	0.182607	-0.817393	0.182607	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.523056	0.523056	0.182569	0.182569	1	45
STNNBRbin0	CTDSALbin2	-0.432281	-0.432281	-0.432281	1	1	4	0	0.508000	-0.870404	0.129596	-0.870404	0.129596	0	-0.632456	0.367544	-0.632456	0.367544	0	0.941850	0.466728	0.466728	0.467615	0.467615	1	46
STNNBRbin0	CTDOXYbin2	-0.432281	-0.432281	-0.432281	1	1	4	0	0.506000	-0.811576	0.188424	-0.811576	0.188424	0	-0.632456	0.367544	-0.632456	0.367544	0	0.941850	0.523056	0.523056	0.467615	0.467615	1	47
STNNBRbin0	THETAbin2	-0.511489	-0.511489	-0.511489	1	1	4	0	0.328000	-0.810707	0.189293	-0.810707	0.189293	0	-0.737865	0.262135	-0.737865	0.262135	0	0.819306	0.523056	0.523056	0.350778	0.350778	1	48
STNNBRbin0	SALNTYbin2	-0.349677	-0.349677	-0.349677	1	1	4	0	0.330000	-0.994982	0.063804	-0.994982	0.063804	0	-1.000000	0.000000	-1.000000	0.000000	0	0.819306	0.365500	0.365500	0.000000	0.000000	1	49
STNNBRbin0	OXYGENbin2	-0.349677	-0.349677	-0.349677	1	1	4	0	0.325000	-0.994601	0.066184	-0.994601	0.066184	0	-1.000000	0.000000	-1.000000	0.000000	0	0.819306	0.365500	0.365500	0.000000	0.000000	1	50
STNNBRbin0	SILCATbin2	0.642803	0.642803	0.642803	1	1	4	0	0.191000	0.905384	0.094616	0.905384	0.094616	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.418259	0.418259	0.182569	0.182569	1	51
STNNBRbin0	NO2+NO3bin2	0.642803	0.642803	0.642803	1	1	4	0	0.162000	0.993635	0.006365	0.993635	0.006365	0	0.948683	0.051317	0.948683	0.051317	0	0.790256	0.198660	0.198660	0.182569	0.182569	1	52
STNNBRbin0	PHSPHTbin2	-0.362703	-0.362703	-0.362703	1	1	1	0	0.673000	-0.191089	0.808911	-0.191089	0.808911	0	-0.316228	0.683772	-0.316228	0.683772	0	0.993142	0.772815	0.772815	0.489827	0.489827	1	53
STNNBRbin0	REVPRSbin2	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	54
STNNBRbin0	REVTMPbin2	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	55
STNNBRbin0	QUALT1bin2	0.231390	0.231390	0.231390	1	1	3	0	0.920000	0.254879	0.745121	0.254879	0.745121	0	0.105409	0.894591	0.105409	0.894591	0	1.000000	0.759676	0.759676	0.555833	0.555833	1	56
STNNBRbin0	CRUISENObin2	-0.642803	-0.642803	-0.642803	1	1	4	0	0.151000	-0.943927	0.056073	-0.943927	0.056073	0	-0.948683	0.051317	-0.948683	0.051317	0	0.790256	0.365500	0.365500	0.182569	0.182569	1	57
CASTNObin0	SAMPNObin0	-0.325322	-0.325322	-0.325322	1	1	3	0	0.576000	-0.626134	0.373866	-0.626134	0.373866	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.621844	0.621844	0.489827	0.489827	2	3
CASTNObin0	BTLNBRbin0	-0.325322	-0.325322	-0.325322	1	1	3	0	0.579000	-0.729675	0.270325	-0.729675	0.270325	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.565672	0.565672	0.489827	0.489827	2	4
CASTNObin0	CTDRAWbin0	0.293125	0.293125	0.293125	1	1	2	0	0.832000	0.160888	0.839112	0.160888	0.839112	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.784288	0.784288	0.530466	0.530466	2	5
CASTNObin0	CTDPRSbin0	0.293125	0.293125	0.293125	1	1	2	0	0.836000	0.118592	0.881408	0.118592	0.881408	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.786093	0.786093	0.530466	0.530466	2	6
CASTNObin0	CTDTMPbin0	0.349677	0.349677	0.349677	3	3	2	0	0.361000	0.659241	0.340759	0.659241	0.340759	0	0.400000	0.600000	0.400000	0.600000	0	0.833832	0.601084	0.601084	0.489827	0.489827	2	7
CASTNObin0	CTDSALbin0	0.513187	0.513187	0.513187	1	1	3	0	0.151000	0.811297	0.188703	0.811297	0.188703	0	0.800000	0.200000	0.800000	0.200000	0	0.790256	0.523056	0.523056	0.350778	0.350778	2	8
CASTNObin0	CTDOXYbin0	-0.349677	-0.349677	-0.349677	1	1	2	0	0.461000	-0.377118	0.622882	-0.377118	0.622882	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.727438	0.727438	0.489827	0.489827	2	9
CASTNObin0	THETAbin0	0.349677	0.349677	0.349677	3	3	2	0	0.382000	0.657596	0.342404	0.657596	0.342404	0	0.400000	0.600000	0.400000	0.600000	0	0.865098	0.601084	0.601084	0.489827	0.489827	2	10
CASTNObin0	SALNTYbin0	0.325322	0.325322	0.325322	1	1	3	0	0.571000	0.544943	0.455057	0.544943	0.455057	0	0.400000	0.600000	0.400000	0.600000	0	0.941850	0.658478	0.658478	0.489827	0.489827	2	11
CASTNObin0	OXYGENbin0	-0.268771	-0.268771	-0.268771	3	3	1	0	0.896000	-0.708328	0.291672	-0.708328	0.291672	0	-0.400000	0.600000	-0.400000	0.600000	0	1.000000	0.577735	0.577735	0.489827	0.489827	2	12
CASTNObin0	SILCATbin0	-0.349677	-0.349677	-0.349677	3	3	2	0	0.428000	-0.566883	0.433117	-0.566883	0.433117	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.643738	0.643738	0.489827	0.489827	2	13
CASTNObin0	NO2+NO3bin0	-0.349677	-0.349677	-0.349677	3	3	2	0	0.458000	-0.590791	0.409209	-0.590791	0.409209	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.630966	0.630966	0.489827	0.489827	2	14
CASTNObin0	PHSPHTbin0	-0.349677	-0.349677	-0.349677	3	3	2	0	0.440000	-0.386845	0.613155	-0.386845	0.613155	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.725919	0.725919	0.489827	0.489827	2	15
CASTNObin0	REVPRSbin0	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	16
CASTNObin0	REVTMPbin0	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	17
CASTNObin0	QUALT1bin0	-0.513187	-0.513187	-0.513187	1	1	3	0	0.154000	-0.667398	0.332602	-0.667398	0.332602	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.598917	0.598917	0.350778	0.350778	2	18
CASTNObin0	CRUISENObin0	0.325322	0.325322	0.325322	1	1	3	0	0.603000	0.474285	0.525715	0.474285	0.525715	0	0.400000	0.600000	0.400000	0.600000	0	0.941850	0.693033	0.693033	0.489827	0.489827	2	19
CASTNObin0	STNNBRbin1	-0.484911	-0.484911	-0.484911	1	1	3	0	0.522000	-0.718106	0.281894	-0.718106	0.281894	0	-0.632456	0.367544	-0.632456	0.367544	0	0.941850	0.570880	0.570880	0.467615	0.467615	2	20
CASTNObin0	CASTNObin1	0.323625	0.323625	0.323625	1	1	4	0	0.642000	0.678420	0.321580	0.678420	0.321580	0	0.600000	0.400000	0.600000	0.400000	0	0.986205	0.593734	0.593734	0.467615	0.467615	2	21
CASTNObin0	SAMPNObin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.284000	-0.813420	0.186580	-0.813420	0.186580	0	-0.800000	0.200000	-0.800000	0.200000	0	0.819306	0.523056	0.523056	0.350778	0.350778	2	22
CASTNObin0	BTLNBRbin1	-0.513187	-0.513187	-0.513187	1	1	3	0	0.167000	-0.757994	0.242006	-0.757994	0.242006	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.538428	0.538428	0.350778	0.350778	2	23
CASTNObin0	CTDRAWbin1	0.268771	0.268771	0.268771	3	3	1	0	0.873000	0.650807	0.349193	0.650807	0.349193	0	0.400000	0.600000	0.400000	0.600000	0	1.000000	0.606524	0.606524	0.489827	0.489827	2	24
CASTNObin0	CTDPRSbin1	0.268771	0.268771	0.268771	3	3	1	0	0.876000	0.672433	0.327567	0.672433	0.327567	0	0.400000	0.600000	0.400000	0.600000	0	1.000000	0.596102	0.596102	0.489827	0.489827	2	25
CASTNObin0	CTDTMPbin1	0.293125	0.293125	0.293125	1	1	2	0	0.840000	0.465871	0.534129	0.465871	0.534129	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.694217	0.694217	0.530466	0.530466	2	26
CASTNObin0	CTDSALbin1	-0.080906	-0.080906	-0.080906	4	4	1	0	1.000000	0.111095	0.888905	0.111095	0.888905	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.786093	0.786093	0.598221	0.598221	2	27
CASTNObin0	CTDOXYbin1	-0.080906	-0.080906	-0.080906	3	3	1	0	1.000000	-0.233144	0.766856	-0.233144	0.766856	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.764338	0.764338	0.598221	0.598221	2	28
CASTNObin0	THETAbin1	0.293125	0.293125	0.293125	1	1	2	0	0.838000	0.462649	0.537351	0.462649	0.537351	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.696191	0.696191	0.530466	0.530466	2	29
CASTNObin0	SALNTYbin1	-0.268771	-0.268771	-0.268771	3	3	1	0	0.914000	-0.657886	0.342114	-0.657886	0.342114	0	-0.400000	0.600000	-0.400000	0.600000	0	1.000000	0.601084	0.601084	0.489827	0.489827	2	30
CASTNObin0	OXYGENbin1	-0.513187	-0.513187	-0.513187	1	1	3	0	0.177000	-0.790993	0.209007	-0.790993	0.209007	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.523104	0.523104	0.350778	0.350778	2	31
CASTNObin0	SILCATbin1	0.325322	0.325322	0.325322	1	1	3	0	0.558000	0.576576	0.423424	0.576576	0.423424	0	0.400000	0.600000	0.400000	0.600000	0	0.941850	0.638941	0.638941	0.489827	0.489827	2	32
CASTNObin0	NO2+NO3bin1	0.325322	0.325322	0.325322	1	1	3	0	0.574000	0.541626	0.458374	0.541626	0.458374	0	0.400000	0.600000	0.400000	0.600000	0	0.941850	0.661036	0.661036	0.489827	0.489827	2	33
CASTNObin0	PHSPHTbin1	0.325322	0.325322	0.325322	1	1	3	0	0.612000	0.611087	0.388913	0.611087	0.388913	0	0.400000	0.600000	0.400000	0.600000	0	0.949270	0.626398	0.626398	0.489827	0.489827	2	34
CASTNObin0	REVPRSbin1	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	35
CASTNObin0	REVTMPbin1	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	36
CASTNObin0	QUALT1bin1	-0.268771	-0.268771	-0.268771	3	3	1	0	0.917000	-0.062377	0.937623	-0.062377	0.937623	0	-0.400000	0.600000	-0.400000	0.600000	0	1.000000	0.792108	0.792108	0.489827	0.489827	2	37
CASTNObin0	CRUISENObin1	0.325322	0.325322	0.325322	1	1	3	0	0.595000	0.474285	0.525715	0.474285	0.525715	0	0.400000	0.600000	0.400000	0.600000	0	0.941850	0.693033	0.693033	0.489827	0.489827	2	38
CASTNObin0	STNNBRbin2	-0.484911	-0.484911	-0.484911	1	1	3	0	0.502000	-0.743088	0.256912	-0.743088	0.256912	0	-0.632456	0.367544	-0.632456	0.367544	0	0.941850	0.554086	0.554086	0.467615	0.467615	2	39
CASTNObin0	CASTNObin2	0.293125	0.293125	0.293125	3	3	2	0	0.704000	0.290889	0.709111	0.290889	0.709111	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.751547	0.751547	0.530466	0.530466	2	40
CASTNObin0	SAMPNObin2	-0.513187	-0.513187	-0.513187	1	1	3	0	0.175000	-0.839949	0.160051	-0.839949	0.160051	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.507767	0.507767	0.350778	0.350778	2	41
CASTNObin0	BTLNBRbin2	-0.513187	-0.513187	-0.513187	1	1	3	0	0.146000	-0.608410	0.391590	-0.608410	0.391590	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.626398	0.626398	0.350778	0.350778	2	42
CASTNObin0	CTDRAWbin2	0.323625	0.323625	0.323625	1	1	4	0	0.697000	0.378066	0.621934	0.378066	0.621934	0	0.600000	0.400000	0.600000	0.400000	0	1.000000	0.727438	0.727438	0.467615	0.467615	2	43
CASTNObin0	CTDPRSbin2	0.323625	0.323625	0.323625	1	1	4	0	0.670000	0.414021	0.585979	0.414021	0.585979	0	0.600000	0.400000	0.600000	0.400000	0	0.992816	0.718885	0.718885	0.467615	0.467615	2	44
CASTNObin0	CTDTMPbin2	0.325322	0.325322	0.325322	1	1	3	0	0.617000	0.223536	0.776464	0.223536	0.776464	0	0.400000	0.600000	0.400000	0.600000	0	0.954703	0.765050	0.765050	0.489827	0.489827	2	45
CASTNObin0	CTDSALbin2	0.293125	0.293125	0.293125	1	1	2	0	0.844000	0.711651	0.288349	0.711651	0.288349	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.575988	0.575988	0.530466	0.530466	2	46
CASTNObin0	CTDOXYbin2	0.293125	0.293125	0.293125	1	1	2	0	0.814000	0.623075	0.376925	0.623075	0.376925	0	0.200000	0.800000	0.200000	0.800000	0	1.000000	0.621844	0.621844	0.530466	0.530466	2	47
CASTNObin0	THETAbin2	-0.080906	-0.080906	-0.080906	4	4	1	0	1.000000	0.212522	0.787478	0.212522	0.787478	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.766929	0.766929	0.598221	0.598221	2	48
CASTNObin0	SALNTYbin2	0.349677	0.349677	0.349677	1	1	4	0	0.169000	0.999765	0.013803	0.999765	0.013803	0	1.000000	0.000000	1.000000	0.000000	0	0.790256	0.270988	0.270988	0.000000	0.000000	2	49
CASTNObin0	OXYGENbin2	0.174839	0.174839	0.174839	1	1	3	0	0.840000	0.699666	0.506665	0.699666	0.506665	0	0.500000	0.666667	0.500000	0.666667	0	1.000000	0.684886	0.684886	0.489827	0.489827	2	50
CASTNObin0	SILCATbin2	-0.325322	-0.325322	-0.325322	1	1	3	0	0.533000	-0.480120	0.519880	-0.480120	0.519880	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.690937	0.690937	0.489827	0.489827	2	51
CASTNObin0	NO2+NO3bin2	-0.325322	-0.325322	-0.325322	1	1	3	0	0.543000	-0.661132	0.338868	-0.661132	0.338868	0	-0.400000	0.600000	-0.400000	0.600000	0	0.941850	0.601084	0.601084	0.489827	0.489827	2	52
CASTNObin0	PHSPHTbin2	0.454938	0.454938	0.454938	1	1	4	0	0.340000	0.709938	0.290062	0.709938	0.290062	0	0.800000	0.200000	0.800000	0.200000	0	0.819306	0.576764	0.576764	0.350778	0.350778	2	53
CASTNObin0	REVPRSbin2	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	54
CASTNObin0	REVTMPbin2	0	0	0	-2	-2	0	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	55
CASTNObin0	QUALT1bin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.300000	-0.841960	0.158040	-0.841960	0.158040	0	-0.800000	0.200000	-0.800000	0.200000	0	0.819306	0.507371	0.507371	0.350778	0.350778	2	56
CASTNObin0	CRUISENObin2	0.325322	0.325322	0.325322	1	1	3	0	0.580000	0.474285	0.525715	0.474285	0.525715	0	0.400000	0.600000	0.400000	0.600000	0	0.941850	0.693033	0.693033	0.489827	0.489827	2	57
SAMPNObin0	BTLNBRbin0	0.586251	0.586251	0.586251	1	1	4	0	0.089000	0.989738	0.010262	0.989738	0.010262	0	1.000000	0.000000	1.000000	0.000000	0	0.790256	0.239590	0.239590	0.000000	0.000000	3	4
SAMPNObin0	CTDRAWbin0	-0.488833	-0.488833	-0.488833	1	1	4	0	0.158000	-0.728173	0.271827	-0.728173	0.271827	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.565672	0.565672	0.350778	0.350778	3	5
SAMPNObin0	CTDPRSbin0	-0.488833	-0.488833	-0.488833	1	1	4	0	0.177000	-0.696002	0.303998	-0.696002	0.303998	0	-0.800000	0.200000	-0.800000	0.200000	0	0.790256	0.580925	0.580925	0.350778	0.350778	3	6
SAMPNObin0	CTDTMPbin0	0.268771	0.268771	0.268771	4	4	1	0	0.937000	-0.090111	0.909889	-0.090111	0.909889	0	0.400000	0.600000	0.400000	0.600000	0	1.000000	0.791075	0.791075	0.489827	0.489827	3	7
SAMPNObin0	CTDSALbin0	-0.454938	-0.454938	-0.454938	1	1	4	0	0.293000	-0.846269	0.153731	-0.846269	0.153731	0	-0.800000	0.200000	-0.800000	0.200000	0	0.819306	0.502037	0.502037	0.350778	0.350778	3	8
