X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
CTDTMPbin0	CTDOXYbin1	0.268771	0.268771	0.268771	4	4	1	0	0.908000	-0.166642	0.833358	-0.166642	0.833358	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.626452	0.626452	0.327044	0.327044	1	12
CTDTMPbin0	THETAbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.370000	-0.341012	0.658988	-0.341012	0.658988	0	-0.800000	0.200000	-0.800000	0.200000	0	0.801667	0.595657	0.595657	0.220339	0.220339	1	13
CTDTMPbin0	SALNTYbin1	-0.349677	-0.349677	-0.349677	2	2	2	0	0.536000	-0.563571	0.436429	-0.563571	0.436429	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	1	14
CTDTMPbin0	OXYGENbin1	-0.293125	-0.293125	-0.293125	2	2	2	0	0.741000	-0.762194	0.237806	-0.762194	0.237806	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.478364	0.478364	0.327044	0.327044	1	15
CTDTMPbin0	SILCATbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.840000	-0.096026	0.903974	-0.096026	0.903974	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.630042	0.630042	0.301974	0.301974	1	16
CTDTMPbin0	NO2+NO3bin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.845000	-0.116070	0.883930	-0.116070	0.883930	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	1	17
CTDTMPbin0	PHSPHTbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.825000	-0.048319	0.951681	-0.048319	0.951681	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.643202	0.643202	0.301974	0.301974	1	18
CTDTMPbin0	CTDTMPbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.844000	-0.111473	0.888527	-0.111473	0.888527	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	1	19
CTDTMPbin0	CTDSALbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.329000	-0.034401	0.965599	-0.034401	0.965599	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.643202	0.643202	0.220339	0.220339	1	20
CTDTMPbin0	CTDOXYbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.348000	-0.163199	0.836801	-0.163199	0.836801	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.626452	0.626452	0.220339	0.220339	1	21
CTDTMPbin0	THETAbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.834000	-0.117773	0.882227	-0.117773	0.882227	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.626452	0.626452	0.327044	0.327044	1	22
CTDTMPbin0	SALNTYbin2	0.174839	0.174839	0.174839	3	3	2	0	0.672000	0.704168	0.502640	0.704168	0.502640	0	0.500000	0.666667	0.500000	0.666667	0	0.983012	0.565599	0.565599	0.301974	0.301974	1	23
CTDTMPbin0	OXYGENbin2	-0.227469	-0.227469	-0.227469	1	1	4	0	0.500000	-0.985573	0.108269	-0.985573	0.108269	0	-1.000000	0.000000	-1.000000	0.000000	0	0.983012	0.363600	0.363600	0.000000	0.000000	1	24
CTDTMPbin0	SILCATbin2	0.268771	0.268771	0.268771	4	4	1	0	0.927000	-0.230067	0.769933	-0.230067	0.769933	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	1	25
CTDTMPbin0	NO2+NO3bin2	0.268771	0.268771	0.268771	4	4	1	0	0.919000	-0.131233	0.868767	-0.131233	0.868767	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	1	26
CTDTMPbin0	PHSPHTbin2	0.161812	0.161812	0.161812	3	3	2	0	1.000000	0.314661	0.685339	0.314661	0.685339	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.602376	0.602376	0.377907	0.377907	1	27
CTDSALbin0	CTDOXYbin0	-0.268771	-0.268771	-0.268771	1	1	1	0	0.778000	0.021215	0.978785	0.021215	0.978785	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.643202	0.643202	0.327044	0.327044	2	3
CTDSALbin0	THETAbin0	0.293125	0.293125	0.293125	2	2	2	0	0.620000	0.599521	0.400479	0.599521	0.400479	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.556912	0.556912	0.327044	0.327044	2	4
CTDSALbin0	SALNTYbin0	0.454938	0.454938	0.454938	1	1	4	0	0.368000	0.900678	0.099322	0.900678	0.099322	0	0.800000	0.200000	0.800000	0.200000	0	0.801667	0.351448	0.351448	0.220339	0.220339	2	5
CTDSALbin0	OXYGENbin0	-0.454938	-0.454938	-0.454938	1	1	4	0	0.290000	-0.889339	0.110661	-0.889339	0.110661	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.363600	0.363600	0.220339	0.220339	2	6
CTDSALbin0	SILCATbin0	-0.293125	-0.293125	-0.293125	2	2	2	0	0.678000	-0.458177	0.541823	-0.458177	0.541823	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.574283	0.574283	0.327044	0.327044	2	7
CTDSALbin0	NO2+NO3bin0	-0.293125	-0.293125	-0.293125	2	2	2	0	0.656000	-0.512285	0.487715	-0.512285	0.487715	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.565599	0.565599	0.327044	0.327044	2	8
CTDSALbin0	PHSPHTbin0	-0.293125	-0.293125	-0.293125	2	2	2	0	0.657000	-0.281406	0.718594	-0.281406	0.718594	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.609877	0.609877	0.327044	0.327044	2	9
CTDSALbin0	CTDTMPbin1	0.268771	0.268771	0.268771	1	1	1	0	0.914000	0.430336	0.569664	0.430336	0.569664	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.584363	0.584363	0.301974	0.301974	2	10
CTDSALbin0	CTDSALbin1	0.323625	0.323625	0.323625	1	1	4	0	0.599000	0.614382	0.385618	0.614382	0.385618	0	0.600000	0.400000	0.600000	0.400000	0	0.983012	0.556912	0.556912	0.288889	0.288889	2	11
CTDSALbin0	CTDOXYbin1	-0.323625	-0.323625	-0.323625	1	1	4	0	0.585000	-0.752567	0.247433	-0.752567	0.247433	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.484716	0.484716	0.288889	0.288889	2	12
CTDSALbin0	THETAbin1	0.268771	0.268771	0.268771	1	1	1	0	0.921000	0.425799	0.574201	0.425799	0.574201	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.584363	0.584363	0.301974	0.301974	2	13
CTDSALbin0	SALNTYbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.277000	-0.972646	0.027354	-0.972646	0.027354	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.263651	0.263651	0.220339	0.220339	2	14
CTDSALbin0	OXYGENbin1	-0.586251	-0.586251	-0.586251	1	1	4	0	0.090000	-0.971342	0.028658	-0.971342	0.028658	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.263651	0.263651	0.000000	0.000000	2	15
CTDSALbin0	SILCATbin1	0.454938	0.454938	0.454938	1	1	4	0	0.326000	0.710189	0.289811	0.710189	0.289811	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.524854	0.524854	0.220339	0.220339	2	16
CTDSALbin0	NO2+NO3bin1	0.454938	0.454938	0.454938	1	1	4	0	0.325000	0.705928	0.294072	0.705928	0.294072	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.528410	0.528410	0.220339	0.220339	2	17
CTDSALbin0	PHSPHTbin1	0.454938	0.454938	0.454938	1	1	4	0	0.302000	0.741090	0.258910	0.741090	0.258910	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.500414	0.500414	0.220339	0.220339	2	18
CTDSALbin0	CTDTMPbin2	0.454938	0.454938	0.454938	1	1	4	0	0.345000	0.677908	0.322092	0.677908	0.322092	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.542500	0.542500	0.220339	0.220339	2	19
CTDSALbin0	CTDSALbin2	0.268771	0.268771	0.268771	1	1	1	0	0.915000	0.640864	0.359136	0.640864	0.359136	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.556912	0.556912	0.301974	0.301974	2	20
CTDSALbin0	CTDOXYbin2	0.268771	0.268771	0.268771	1	1	1	0	0.904000	0.536664	0.463336	0.536664	0.463336	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	2	21
CTDSALbin0	THETAbin2	0.323625	0.323625	0.323625	1	1	4	0	0.589000	0.670882	0.329118	0.670882	0.329118	0	0.600000	0.400000	0.600000	0.400000	0	0.983012	0.544584	0.544584	0.288889	0.288889	2	22
CTDSALbin0	SALNTYbin2	0.349677	0.349677	0.349677	1	1	4	0	0.154000	0.907858	0.275433	0.907858	0.275433	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.511456	0.511456	0.000000	0.000000	2	23
CTDSALbin0	OXYGENbin2	0.227469	0.227469	0.227469	1	1	4	0	0.490000	0.954307	0.193191	0.954307	0.193191	0	1.000000	0.000000	1.000000	0.000000	0	0.983012	0.448827	0.448827	0.000000	0.000000	2	24
CTDSALbin0	SILCATbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.297000	-0.881927	0.118073	-0.881927	0.118073	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.382492	0.382492	0.220339	0.220339	2	25
CTDSALbin0	NO2+NO3bin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.299000	-0.865508	0.134492	-0.865508	0.134492	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.404615	0.404615	0.220339	0.220339	2	26
CTDSALbin0	PHSPHTbin2	0.268771	0.268771	0.268771	1	1	3	0	0.923000	0.168378	0.831622	0.168378	0.831622	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	2	27
CTDOXYbin0	THETAbin0	0.323625	0.323625	0.323625	1	1	4	0	0.653000	0.364890	0.635110	0.364890	0.635110	0	0.600000	0.400000	0.600000	0.400000	0	0.983012	0.593005	0.593005	0.288889	0.288889	3	4
CTDOXYbin0	SALNTYbin0	-0.268771	-0.268771	-0.268771	1	1	1	0	0.907000	0.014755	0.985245	0.014755	0.985245	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.645602	0.645602	0.301974	0.301974	3	5
CTDOXYbin0	OXYGENbin0	-0.349677	-0.349677	-0.349677	2	2	2	0	0.514000	-0.371113	0.628887	-0.371113	0.628887	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.593005	0.593005	0.301974	0.301974	3	6
CTDOXYbin0	SILCATbin0	-0.323625	-0.323625	-0.323625	1	1	4	0	0.679000	-0.392500	0.607500	-0.392500	0.607500	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.585654	0.585654	0.288889	0.288889	3	7
CTDOXYbin0	NO2+NO3bin0	-0.323625	-0.323625	-0.323625	1	1	4	0	0.657000	-0.402731	0.597269	-0.402731	0.597269	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.585654	0.585654	0.288889	0.288889	3	8
CTDOXYbin0	PHSPHTbin0	-0.323625	-0.323625	-0.323625	1	1	4	0	0.674000	-0.502352	0.497648	-0.502352	0.497648	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.565599	0.565599	0.288889	0.288889	3	9
CTDOXYbin0	CTDTMPbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.293000	-0.775200	0.224800	-0.775200	0.224800	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.470035	0.470035	0.220339	0.220339	3	10
CTDOXYbin0	CTDSALbin1	0.293125	0.293125	0.293125	2	2	2	0	0.735000	0.143744	0.856256	0.143744	0.856256	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.626452	0.626452	0.327044	0.327044	3	11
CTDOXYbin0	CTDOXYbin1	-0.293125	-0.293125	-0.293125	2	2	2	0	0.708000	-0.355429	0.644571	-0.355429	0.644571	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.593005	0.593005	0.327044	0.327044	3	12
CTDOXYbin0	THETAbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.276000	-0.777321	0.222679	-0.777321	0.222679	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.470035	0.470035	0.220339	0.220339	3	13
CTDOXYbin0	SALNTYbin1	-0.349677	-0.349677	-0.349677	2	2	2	0	0.523000	-0.216200	0.783800	-0.216200	0.783800	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	3	14
CTDOXYbin0	OXYGENbin1	0.268771	0.268771	0.268771	1	1	1	0	0.838000	-0.192576	0.807424	-0.192576	0.807424	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.620678	0.620678	0.327044	0.327044	3	15
CTDOXYbin0	SILCATbin1	-0.268771	-0.268771	-0.268771	1	1	1	0	0.921000	-0.504942	0.495058	-0.504942	0.495058	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	3	16
CTDOXYbin0	NO2+NO3bin1	-0.268771	-0.268771	-0.268771	1	1	1	0	0.912000	-0.470376	0.529624	-0.470376	0.529624	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.574283	0.574283	0.301974	0.301974	3	17
CTDOXYbin0	PHSPHTbin1	-0.268771	-0.268771	-0.268771	1	1	1	0	0.920000	-0.490961	0.509039	-0.490961	0.509039	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	3	18
CTDOXYbin0	CTDTMPbin2	-0.268771	-0.268771	-0.268771	1	1	1	0	0.907000	0.038122	0.961878	0.038122	0.961878	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.643202	0.643202	0.301974	0.301974	3	19
CTDOXYbin0	CTDSALbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.269000	-0.719811	0.280189	-0.719811	0.280189	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.511456	0.511456	0.220339	0.220339	3	20
CTDOXYbin0	CTDOXYbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.298000	-0.781019	0.218981	-0.781019	0.218981	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.470035	0.470035	0.220339	0.220339	3	21
CTDOXYbin0	THETAbin2	0.293125	0.293125	0.293125	2	2	2	0	0.755000	0.044689	0.955311	0.044689	0.955311	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.643202	0.643202	0.327044	0.327044	3	22
CTDOXYbin0	SALNTYbin2	-0.174839	-0.174839	-0.174839	1	1	2	0	0.661000	-0.380299	0.751642	-0.380299	0.751642	0	-0.500000	0.666667	-0.500000	0.666667	0	0.983012	0.615444	0.615444	0.301974	0.301974	3	23
CTDOXYbin0	OXYGENbin2	-0.227469	-0.227469	-0.227469	1	1	4	0	0.348000	-0.586626	0.600912	-0.586626	0.600912	0	-0.500000	0.666667	-0.500000	0.666667	0	0.767813	0.585654	0.585654	0.301974	0.301974	3	24
CTDOXYbin0	SILCATbin2	0.268771	0.268771	0.268771	1	1	1	0	0.851000	-0.109349	0.890651	-0.109349	0.890651	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	3	25
CTDOXYbin0	NO2+NO3bin2	0.268771	0.268771	0.268771	1	1	1	0	0.835000	0.300276	0.699724	0.300276	0.699724	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.602376	0.602376	0.301974	0.301974	3	26
CTDOXYbin0	PHSPHTbin2	-0.537542	-0.537542	-0.537542	1	1	2	0	0.150000	-0.731432	0.268568	-0.731432	0.268568	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.506316	0.506316	0.220339	0.220339	3	27
THETAbin0	SALNTYbin0	-0.268771	-0.268771	-0.268771	4	4	1	0	0.840000	0.226202	0.773798	0.226202	0.773798	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	4	5
THETAbin0	OXYGENbin0	-0.349677	-0.349677	-0.349677	2	2	2	0	0.558000	-0.866742	0.133258	-0.866742	0.133258	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.404615	0.404615	0.301974	0.301974	4	6
THETAbin0	SILCATbin0	-0.586251	-0.586251	-0.586251	1	1	4	0	0.087000	-0.986056	0.013944	-0.986056	0.013944	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.182889	0.182889	0.000000	0.000000	4	7
THETAbin0	NO2+NO3bin0	-0.586251	-0.586251	-0.586251	1	1	4	0	0.074000	-0.994372	0.005627	-0.994372	0.005627	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.104030	0.104030	0.000000	0.000000	4	8
THETAbin0	PHSPHTbin0	-0.586251	-0.586251	-0.586251	1	1	4	0	0.076000	-0.933747	0.066253	-0.933747	0.066253	0	-1.000000	0.000000	-1.000000	0.000000	0	0.767813	0.324668	0.324668	0.000000	0.000000	4	9
THETAbin0	CTDTMPbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.335000	-0.339234	0.660766	-0.339234	0.660766	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.595657	0.595657	0.220339	0.220339	4	10
THETAbin0	CTDSALbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.829000	-0.144814	0.855186	-0.144814	0.855186	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.626452	0.626452	0.327044	0.327044	4	11
THETAbin0	CTDOXYbin1	0.268771	0.268771	0.268771	4	4	1	0	0.913000	-0.165285	0.834715	-0.165285	0.834715	0	0.200000	0.800000	0.200000	0.800000	0	0.983012	0.626452	0.626452	0.327044	0.327044	4	12
THETAbin0	THETAbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.316000	-0.343233	0.656767	-0.343233	0.656767	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.595657	0.595657	0.220339	0.220339	4	13
THETAbin0	SALNTYbin1	-0.349677	-0.349677	-0.349677	2	2	2	0	0.546000	-0.561985	0.438015	-0.561985	0.438015	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.565599	0.565599	0.301974	0.301974	4	14
THETAbin0	OXYGENbin1	-0.293125	-0.293125	-0.293125	2	2	2	0	0.736000	-0.760818	0.239182	-0.760818	0.239182	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.478364	0.478364	0.327044	0.327044	4	15
THETAbin0	SILCATbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.838000	-0.098415	0.901585	-0.098415	0.901585	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.630042	0.630042	0.301974	0.301974	4	16
THETAbin0	NO2+NO3bin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.828000	-0.118438	0.881562	-0.118438	0.881562	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	4	17
THETAbin0	PHSPHTbin1	-0.268771	-0.268771	-0.268771	4	4	1	0	0.833000	-0.050717	0.949283	-0.050717	0.949283	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.643202	0.643202	0.301974	0.301974	4	18
THETAbin0	CTDTMPbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.823000	-0.113272	0.886728	-0.113272	0.886728	0	-0.400000	0.600000	-0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	4	19
THETAbin0	CTDSALbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.347000	-0.036753	0.963247	-0.036753	0.963247	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.643202	0.643202	0.220339	0.220339	4	20
THETAbin0	CTDOXYbin2	-0.454938	-0.454938	-0.454938	1	1	4	0	0.305000	-0.165497	0.834503	-0.165497	0.834503	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.626452	0.626452	0.220339	0.220339	4	21
THETAbin0	THETAbin2	-0.268771	-0.268771	-0.268771	4	4	1	0	0.839000	-0.119555	0.880445	-0.119555	0.880445	0	-0.200000	0.800000	-0.200000	0.800000	0	0.983012	0.626452	0.626452	0.327044	0.327044	4	22
THETAbin0	SALNTYbin2	0.174839	0.174839	0.174839	3	3	2	0	0.676000	0.702649	0.504001	0.702649	0.504001	0	0.500000	0.666667	0.500000	0.666667	0	0.983012	0.565599	0.565599	0.301974	0.301974	4	23
THETAbin0	OXYGENbin2	-0.227469	-0.227469	-0.227469	1	1	4	0	0.515000	-0.985928	0.106927	-0.985928	0.106927	0	-1.000000	0.000000	-1.000000	0.000000	0	0.983012	0.363600	0.363600	0.000000	0.000000	4	24
THETAbin0	SILCATbin2	0.268771	0.268771	0.268771	4	4	1	0	0.920000	-0.228219	0.771781	-0.228219	0.771781	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.615444	0.615444	0.301974	0.301974	4	25
THETAbin0	NO2+NO3bin2	0.268771	0.268771	0.268771	4	4	1	0	0.912000	-0.128914	0.871086	-0.128914	0.871086	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	4	26
THETAbin0	PHSPHTbin2	0.161812	0.161812	0.161812	3	3	2	0	1.000000	0.313892	0.686108	0.313892	0.686108	0	0.000000	1.000000	0.000000	1.000000	0	1.000000	0.602376	0.602376	0.377907	0.377907	4	27
SALNTYbin0	OXYGENbin0	-0.323625	-0.323625	-0.323625	1	1	4	0	0.606000	-0.672850	0.327150	-0.672850	0.327150	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.544584	0.544584	0.288889	0.288889	5	6
SALNTYbin0	SILCATbin0	0.268771	0.268771	0.268771	4	4	1	0	0.674000	-0.062484	0.937516	-0.062484	0.937516	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.638078	0.638078	0.301974	0.301974	5	7
SALNTYbin0	NO2+NO3bin0	0.268771	0.268771	0.268771	4	4	1	0	0.665000	-0.127697	0.872303	-0.127697	0.872303	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.626452	0.626452	0.301974	0.301974	5	8
SALNTYbin0	PHSPHTbin0	0.268771	0.268771	0.268771	4	4	1	0	0.670000	0.105471	0.894529	0.105471	0.894529	0	0.400000	0.600000	0.400000	0.600000	0	0.983012	0.627261	0.627261	0.301974	0.301974	5	9
SALNTYbin0	CTDTMPbin1	0.488833	0.488833	0.488833	1	1	4	0	0.176000	0.584998	0.415002	0.584998	0.415002	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.559940	0.559940	0.220339	0.220339	5	10
SALNTYbin0	CTDSALbin1	0.454938	0.454938	0.454938	1	1	4	0	0.224000	0.890850	0.109150	0.890850	0.109150	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.363600	0.363600	0.220339	0.220339	5	11
SALNTYbin0	CTDOXYbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.286000	-0.921481	0.078519	-0.921481	0.078519	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.328342	0.328342	0.220339	0.220339	5	12
SALNTYbin0	THETAbin1	0.488833	0.488833	0.488833	1	1	4	0	0.150000	0.581262	0.418738	0.581262	0.418738	0	0.800000	0.200000	0.800000	0.200000	0	0.767813	0.559940	0.559940	0.220339	0.220339	5	13
SALNTYbin0	SALNTYbin1	-0.323625	-0.323625	-0.323625	1	1	4	0	0.577000	-0.929622	0.070378	-0.929622	0.070378	0	-0.600000	0.400000	-0.600000	0.400000	0	0.983012	0.324668	0.324668	0.288889	0.288889	5	14
SALNTYbin0	OXYGENbin1	-0.454938	-0.454938	-0.454938	1	1	4	0	0.320000	-0.802850	0.197150	-0.802850	0.197150	0	-0.800000	0.200000	-0.800000	0.200000	0	0.767813	0.453445	0.453445	0.220339	0.220339	5	15
SALNTYbin0	SILCATbin1	0.586251	0.586251	0.586251	1	1	4	0	0.070000	0.848047	0.151953	0.848047	0.151953	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.416768	0.416768	0.000000	0.000000	5	16
SALNTYbin0	NO2+NO3bin1	0.586251	0.586251	0.586251	1	1	4	0	0.069000	0.862001	0.137999	0.862001	0.137999	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.404615	0.404615	0.000000	0.000000	5	17
SALNTYbin0	PHSPHTbin1	0.586251	0.586251	0.586251	1	1	4	0	0.080000	0.861024	0.138976	0.861024	0.138976	0	1.000000	0.000000	1.000000	0.000000	0	0.767813	0.404615	0.404615	0.000000	0.000000	5	18
